,Timestamp,Wat is je vooropleiding?,Waar woon je nu?,"Ik heb voor deze studie gekozen, omdat...",Kies de TV-/internetserie die jou het meest aanspreekt.,Kies de hobby die jou het meest aanspreekt.,Star...?,Hoe zou jij HBO-ICT het liefst willen toepassen?,Kies de computergame die jou het meest aanspreekt.,Kies de superheld die jou het meest aanspreekt.,"Als je een huisdier zou mogen kiezen, welke zou dat dan zijn?",Kies het Operating System dat jou het meest aanspreekt.,Ik had mijn huiswerk goed voorbereid.,Als je voor opdracht A hebt gekozen: Had je pen en papier meegenomen?,Welke opdracht heb je gekozen? ,Ik denk dat ik Python vaak zou willen gebruiken.,Ik vond de opdrachten onnodig complex.,Ik vond Python makkelijk te programmeren,Ik denk dat ik veel hulp van een docent/studentassistent nodig zal hebben als ik Python ga programmeren.,De opdrachten vertoonden veel samenhang.,De opdrachten waren inconsistent.,Ik kan me voorstellen dat de meeste mensen snel leren programmeren in Python ,Ik vond de opdrachten erg lastig,Ik voelde me erg zelfverzekerd tijdens het maken van de opdrachten,Ik moest eerst veel leren voordat ik de opdrachten kon maken.
279,7/9/2015 12:39:49,Havo,Zuid-Holland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Superman,Kat,Linux,1,Ik heb niet voor opdracht A gekozen,Opdracht D,5,1,4,2,2,5,3,1,3,1
280,7/9/2015 12:39:51,MBO,Zuid-Holland,...deze mij het makkelijkst leek (ik ben goed met computers).,Game of Thrones,Gamen,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Iron man,Kat,Windows,3,Ja,Opdracht D,3,2,4,3,4,2,3,3,5,2
281,7/9/2015 12:39:56,MBO,Zuid-Holland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Denk- en puzzelsport,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Iron man,Mewtwo,Windows,1,Ik heb niet voor opdracht A gekozen,Opdracht C,3,2,4,3,3,3,4,2,4,3
282,7/9/2015 12:40:29,Havo,Utrecht,...deze mij het leukst leek.,Naruto,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Call of Duty / Battlefield,Iron man,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,4,1,4,3,5,2,5,2,3,3
283,7/9/2015 12:40:44,MBO,Zuid-Holland,...deze mij het leukst leek.,The Walking Dead,Stappen / uitgaan,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Pokémon,Deadpool,Mewtwo,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht C,4,2,4,2,4,4,4,3,4,2
284,7/9/2015 12:40:59,MBO,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Actieve sport,Star Trek,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Batman,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,3,3,3,4,3,2,3,2,3,2
285,7/9/2015 12:41:02,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Actieve sport,Stark Industries,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Grand Theft Auto,Iron man,Mewtwo,Linux,3,Ik heb niet voor opdracht A gekozen,Opdracht B,3,4,2,4,4,2,3,3,3,4
286,7/9/2015 12:42:07,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Stark Industries,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Grand Theft Auto,Iron man,Hond,Windows,2,Ik heb niet voor opdracht A gekozen,Opdracht B,3,4,2,4,3,3,2,5,2,4
287,7/9/2015 12:42:48,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Actieve sport,Stark Industries,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,World of Warcraft / League of Legends,Deadpool,Hond,Windows,1,Ja,Opdracht A,4,2,3,2,4,2,3,2,2,3
288,7/9/2015 12:43:17,Havo,Utrecht,...deze mij het leukst leek.,The Walking Dead,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Iron man,Mewtwo,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,2,3,4,3,2,4,3,3,3
289,7/9/2015 12:43:44,MBO,Utrecht,...deze mij het meeste kans op een baan geeft.,Game of Thrones,Stappen / uitgaan,Stark Industries,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Call of Duty / Battlefield,Deadpool,Hond,Linux,3,Ja,Opdracht B,1,1,3,1,5,2,3,1,4,2
290,7/9/2015 12:45:25,Havo,Noord-Holland,...deze mij het meeste kans op een baan geeft.,Naruto,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Deadpool,Hond,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,2,5,3,1,3,4,2,4
291,7/9/2015 12:47:42,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Deadpool,Rancor,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,3,2,3,3,4,3,3,3,4,3
292,7/9/2015 12:48:31,Havo,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Superman,Kat,Linux,1,Ik heb niet voor opdracht A gekozen,Opdracht C,5,1,4,2,4,4,5,2,4,2
293,7/9/2015 12:49:21,MBO,Noord-Holland,...deze mij het leukst leek.,The Walking Dead,Stappen / uitgaan,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Iron man,Hond,Windows,4,Nee,Opdracht C,3,1,3,2,2,2,4,3,3,2
294,7/9/2015 12:50:38,MBO,Gelderland,...deze mij het leukst leek.,Naruto,Actieve sport,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Iron man,Hond,Linux,3,Ja,Opdracht A,4,1,4,2,4,2,4,3,4,2
295,7/9/2015 12:51:20,Havo,Gelderland,...deze mij het leukst leek.,The Walking Dead,Actieve sport,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Batman,Hond,OS X,3,Ik heb niet voor opdracht A gekozen,Opdracht C,3,2,2,2,3,2,3,2,4,1
296,7/9/2015 12:51:58,VWO,Utrecht,...deze mij het meeste kans op een baan geeft.,The Walking Dead,Actieve sport,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,World of Warcraft / League of Legends,Superman,Hond,Windows,5,Nee,Opdracht C,5,1,3,4,5,1,5,2,5,1
297,7/9/2015 12:56:07,VWO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Stark Industries,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,World of Warcraft / League of Legends,Iron man,Mewtwo,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,3,1,5,2,3,2,4,1,5,2
298,7/9/2015 12:56:23,VWO,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,World of Warcraft / League of Legends,Superman,Kat,Windows,4,Nee,Opdracht A,4,2,3,3,4,2,4,2,4,3
299,7/9/2015 12:58:04,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Stappen / uitgaan,Starbucks,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Call of Duty / Battlefield,Batman,Hond,OS X,3,Ik heb niet voor opdracht A gekozen,Opdracht B,5,2,4,3,3,3,4,2,4,2
300,7/11/2015 1:43:03,Havo,Utrecht,...deze mij het leukst leek.,Naruto,Actieve sport,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Iron man,Mewtwo,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht C,3,2,4,4,3,3,4,2,5,2
301,8/20/2015 14:12:46,VWO,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Stappen / uitgaan,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Deadpool,Hond,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,3,1,5,1,3,1,3,1,5,2
302,8/20/2015 14:18:42,Havo,Utrecht,...deze mij het meest werd geadviseerd.,Breaking Bad / Better Call Saul,Actieve sport,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Batman,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,4,1,3,3,3,1,4,2,4,3
303,8/20/2015 14:18:44,VWO,Noord-Holland,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Batman,Mewtwo,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,2,3,4,4,2,3,4,3,4
304,8/20/2015 14:20:20,MBO,Noord-Holland,...deze mij het leukst leek.,Game of Thrones,Gamen,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Deadpool,Mewtwo,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht D,3,2,3,2,3,2,3,2,3,1
305,8/20/2015 14:21:20,MBO,Noord-Holland,...deze mij het meest werd geadviseerd.,The Big Bang Theory,Gamen,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Iron man,Hond,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht D,3,3,2,2,5,3,2,2,3,2
306,8/20/2015 14:21:52,MBO,Utrecht,...deze mij het leukst leek.,The Walking Dead,Actieve sport,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Deadpool,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,3,2,2,5,4,2,3,2,5,3
307,8/20/2015 14:23:56,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Denk- en puzzelsport,Starbucks,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Grand Theft Auto,Wonder Woman,Hond,OS X,4,Ja,Opdracht A,3,3,1,3,3,3,3,3,3,3
308,8/20/2015 14:24:01,Havo,Zuid-Holland,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Deadpool,Mewtwo,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,4,1,3,3,4,2,5,3,4,2
309,8/20/2015 14:25:10,HBO,Utrecht,...deze mij het meest werd geadviseerd.,The Big Bang Theory,Gamen,Starbucks,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Call of Duty / Battlefield,Superman,Hond,Linux,4,Ja,Opdracht A,3,2,4,2,3,5,3,2,4,4
310,8/20/2015 14:25:12,HBO,Gelderland,...deze mij het leukst leek.,The Walking Dead,Gamen,Star Trek,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Deadpool,Hond,Linux,4,Nee,Opdracht B,3,3,2,4,4,2,2,3,4,3
311,8/20/2015 14:25:33,Ik heb de 21+ toets gedaan,Limburg,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Batman,Kat,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht B,3,1,4,2,3,3,3,1,3,1
312,8/20/2015 14:26:22,Havo,Utrecht,...deze mij het meeste kans op een baan geeft.,The Walking Dead,Stappen / uitgaan,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Superman,Mewtwo,Windows,1,Nee,Opdracht C,3,3,3,2,3,2,3,2,3,2
313,8/20/2015 14:26:42,MBO,Noord-Brabant,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Iron man,Kat,OS X,3,Ja,Opdracht B,3,2,3,3,3,2,2,2,3,2
314,8/20/2015 14:28:40,MBO,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Stark Industries,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Iron man,Hond,OS X,5,Ik heb niet voor opdracht A gekozen,Opdracht B,5,1,3,4,4,1,3,3,4,4
315,8/20/2015 14:29:10,Havo,Utrecht,...deze mij het leukst leek.,The Walking Dead,Actieve sport,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Batman,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,3,3,2,4,4,4,3,4,3,4
316,8/20/2015 14:29:10,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Pokémon,Batman,Rancor,Windows,4,Nee,Opdracht A,3,3,2,4,3,2,3,4,4,3
317,8/20/2015 14:30:14,Havo,Gelderland,...deze mij het leukst leek.,The Walking Dead,Stappen / uitgaan,Stark Industries,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,World of Warcraft / League of Legends,Deadpool,Mewtwo,Windows,5,Ja,Opdracht C,5,2,3,3,4,1,3,3,1,5
318,8/20/2015 14:31:54,VWO,Utrecht,...deze mij het leukst leek.,Naruto,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Pokémon,Deadpool,Kat,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht C,4,1,4,5,3,3,4,3,3,3
319,8/20/2015 14:38:10,HBO,Gelderland,...deze mij het leukst leek.,Game of Thrones,Stappen / uitgaan,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Wonder Woman,Hond,Windows,5,Ja,Opdracht B,4,1,3,2,3,1,3,1,3,1
320,8/20/2015 14:38:23,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Call of Duty / Battlefield,Deadpool,Mewtwo,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,3,3,2,3,4,3,3,4
321,8/20/2015 14:38:49,MBO,Noord-Holland,...deze mij het leukst leek.,The Big Bang Theory,Actieve sport,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Superman,Kat,Windows,4,Ja,Opdracht A,3,3,1,5,3,4,3,5,3,3
322,8/20/2015 14:38:58,Havo,Noord-Holland,...deze mij het leukst leek.,Game of Thrones,Gamen,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Superman,Kat,OS X,4,Nee,Opdracht A,3,2,4,2,3,2,4,2,4,2
323,8/20/2015 14:39:19,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Actieve sport,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Iron man,Hond,OS X,4,Ik heb niet voor opdracht A gekozen,Opdracht D,4,2,3,2,4,4,4,2,4,2
324,8/20/2015 14:39:51,Havo,Utrecht,...deze mij het meeste kans op een baan geeft.,The Walking Dead,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Batman,Kat,Windows,1,Ja,Opdracht A,2,4,1,4,3,3,3,5,1,3
325,8/20/2015 16:05:51,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Actieve sport,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Deadpool,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,4,3,3,4,3,3,3,4,3,5
326,8/20/2015 16:05:58,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Batman,Hond,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht B,3,3,2,2,3,3,4,3,3,3
327,8/20/2015 16:08:21,MBO,Utrecht,...deze mij het makkelijkst leek (ik ben goed met computers).,Breaking Bad / Better Call Saul,Actieve sport,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Iron man,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,4,3,3,3,4,2,3,4,4,3
328,8/20/2015 16:09:02,Havo,Flevoland,...deze mij het leukst leek.,The Walking Dead,Gamen,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Iron man,Hond,Windows,4,Ja,Opdracht B,3,2,1,4,3,3,2,4,3,4
329,8/20/2015 16:09:02,MBO,Zuid-Holland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Iron man,Kat,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,4,2,3,4,4,4,5,2,4,3
330,8/20/2015 16:09:28,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Stappen / uitgaan,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Pokémon,Iron man,Mewtwo,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,2,2,4,4,4,3,3,3,2,2
331,8/20/2015 16:09:42,Havo,Noord-Holland,...deze mij het leukst leek.,The Walking Dead,Stappen / uitgaan,Stark Industries,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Iron man,Hond,OS X,2,Ik heb niet voor opdracht A gekozen,Opdracht B,3,2,4,2,3,2,3,2,3,3
332,8/20/2015 16:09:51,Havo,Noord-Holland,...deze mij het meeste kans op een baan geeft.,Game of Thrones,Gamen,Stark Industries,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,World of Warcraft / League of Legends,Batman,Mewtwo,OS X,5,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,4,2,2,2,4,4,4,2
333,8/20/2015 16:10:47,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Deadpool,Mewtwo,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht C,4,2,2,3,5,2,2,3,3,4
334,8/20/2015 16:10:59,BIM,Gelderland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Batman,Mewtwo,Windows,2,Nee,Opdracht A,2,1,3,3,3,2,2,2,5,1
335,8/20/2015 16:11:17,MBO,Gelderland,...deze mij het leukst leek.,The Walking Dead,Gamen,Star Wars,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,World of Warcraft / League of Legends,Iron man,Mewtwo,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,4,2,2,3,3,2,4,3,4
336,8/20/2015 16:11:32,VWO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Batman,Kat,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,5,1,5,1,3,2,4,1,5,1
337,8/20/2015 16:11:34,MBO,Noord-Holland,...deze mij het meest werd geadviseerd.,The Walking Dead,TV kijken,Starbucks,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Batman,Hond,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,5,3,3,2,5,3,3,3
338,8/20/2015 16:11:51,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Actieve sport,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Batman,Hond,OS X,1,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,3,3,3,3,3,4,5,3
339,8/20/2015 16:13:57,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Starbucks,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Batman,Kat,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht B,4,2,3,4,5,1,5,5,1,5
340,8/20/2015 16:14:48,Havo,Gelderland,...deze mij het leukst leek.,The Big Bang Theory,Actieve sport,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Batman,Hond,Windows,1,Ik heb niet voor opdracht A gekozen,Opdracht C,3,1,3,2,2,1,4,2,4,3
341,8/20/2015 16:15:00,Havo,Overijssel,...deze mij het makkelijkst leek (ik ben goed met computers).,Naruto,Gamen,Star Trek,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Pokémon,Deadpool,Mewtwo,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht C,4,1,4,2,4,1,5,1,5,1
342,8/20/2015 16:15:04,MBO,Noord-Holland,...deze mij het makkelijkst leek (ik ben goed met computers).,The Walking Dead,Actieve sport,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Superman,Kat,Windows,2,Nee,Opdracht A,3,4,2,5,2,5,1,3,3,3
343,8/20/2015 16:15:56,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Actieve sport,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Batman,Hond,Windows,4,Nee,Opdracht A,3,1,2,4,3,2,4,2,2,2
344,8/20/2015 16:17:24,Havo,Utrecht,...deze mij het leukst leek.,Naruto,Gamen,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Iron man,Mewtwo,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht C,4,1,4,2,1,3,4,2,4,1
345,8/20/2015 16:19:30,Havo,Noord-Holland,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Pokémon,Deadpool,Mewtwo,Windows,1,Nee,Opdracht A,4,1,4,2,3,3,5,2,4,2
346,8/20/2015 16:19:32,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Stark Industries,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Grand Theft Auto,Deadpool,Mewtwo,Windows,2,Nee,Opdracht D,4,2,4,3,3,4,3,3,3,4
347,8/20/2015 16:19:43,Ho-schakel,Utrecht,...deze mij het meest werd geadviseerd.,Game of Thrones,Denk- en puzzelsport,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Superman,Kat,Windows,2,Ik heb niet voor opdracht A gekozen,Opdracht B,3,3,3,5,5,4,4,3,1,5
348,8/20/2015 16:20:18,HU Informatica,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Stappen / uitgaan,Stark Industries,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Deadpool,Mewtwo,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht B,3,4,4,2,4,2,4,1,4,1
